date,temp_max,temp_min,temp,feelslike,humidity,precip,precip_prob,windgust,windspeed,winddir,cloudcover,visibility,conditions,day_of_week,is_weekend,has_rain
25-02-2025,31,15.9,23.8,23.6,59.7,0,0,37.1,20.4,86.7,12.4,6.5,Clear,Tuesday,FALSE,0
26-02-2025,31,17,24.3,24.1,54.4,0,0,43.9,25.9,89.3,9.9,7.3,Clear,Wednesday,FALSE,0
27-02-2025,31,16.9,24.1,23.7,55.1,0,0,43.2,25.9,82.4,7.6,6.5,Clear,Thursday,FALSE,0
28-02-2025,31.3,17.9,24.1,23.8,57.6,0,0,33.1,18.4,86.5,14.2,7,Clear,Friday,FALSE,0
01-03-2025,30.1,18.9,24.5,24.7,68.5,0,0,33.8,20.3,90.9,27.1,6.2,Partially cloudy,Saturday,TRUE,0
02-03-2025,32,20.9,25.5,25.5,63.8,0,0,29.2,16.3,99.8,37.3,6.7,Partially cloudy,Sunday,TRUE,0
03-03-2025,32.9,19.9,26.6,26.2,54.2,0,0,31.7,14.8,64.3,33.8,6.5,Partially cloudy,Monday,FALSE,0
04-03-2025,32.9,20.9,26.5,25.9,48.9,0,0,42.1,23.2,79.6,20.3,6.8,Partially cloudy,Tuesday,FALSE,0
05-03-2025,33,18.9,26.3,25.7,46.6,0,0,32,16.6,79.6,16.5,6.7,Clear,Wednesday,FALSE,0
06-03-2025,32.9,19,26.5,26.2,49.5,0,0,23.8,11.1,54.4,19.3,6.8,Clear,Thursday,FALSE,0
07-03-2025,33.9,18.9,26.1,25.4,40.7,0,0,21.6,11.2,68,3.3,6.4,Clear,Friday,FALSE,0
08-03-2025,33,18,26,25.5,43.5,0,0,22,16.3,85.7,12.5,6.3,Clear,Saturday,TRUE,0
09-03-2025,33.6,18.9,26,25.3,49.6,0,0,34.2,22.6,91.5,5.6,6.4,Clear,Sunday,TRUE,0
10-03-2025,30.9,18,24.1,24,61.7,0,0,38.2,22.5,85.3,14.3,6.5,Clear,Monday,FALSE,0
11-03-2025,31.1,17.9,23.8,24,72.1,0.3,100,42.5,24.1,91.3,37,6.3,"Rain, Partially cloudy",Tuesday,FALSE,1
12-03-2025,31.7,20,25,25.5,71.6,2.9,100,43.2,23.9,95.6,42.4,6.9,"Rain, Partially cloudy",Wednesday,FALSE,1
13-03-2025,33.9,19,26.4,25.9,59,0,0,29.5,22.1,97.9,21.2,6.9,Partially cloudy,Thursday,FALSE,0
14-03-2025,35,18.9,27.2,26.5,52.3,0,0,32.8,22.5,96,8,6.8,Clear,Friday,FALSE,0
15-03-2025,33.9,17,26.8,25.8,46.1,0,0,32,22.1,89.4,4.4,6.9,Clear,Saturday,TRUE,0
16-03-2025,33.1,18.8,26.3,26.3,58.2,0,0,24.8,13.2,119.7,11.7,7.1,Clear,Sunday,TRUE,0
17-03-2025,34.9,21,27.5,28,61,0,0,22,11.5,190.9,28.6,6.4,Partially cloudy,Monday,FALSE,0
18-03-2025,34.3,22.9,27.9,28,56.6,0,0,28.4,18.4,116.6,18.5,6.8,Clear,Tuesday,FALSE,0
19-03-2025,33.3,22,26.7,26.8,61.9,0,0,29.2,16.3,127.4,23.5,6.7,Partially cloudy,Wednesday,FALSE,0
20-03-2025,33.6,21,26.5,26.3,58.1,0,0,32,14.8,121.6,21.2,6.7,Partially cloudy,Thursday,FALSE,0
21-03-2025,31.9,20,26.4,26.6,62.2,0,0,24.8,13.1,128,30,6.7,Partially cloudy,Friday,FALSE,0
22-03-2025,32.6,20.4,24.6,25.2,75.3,12,100,28.8,18.4,153.4,48,5.8,"Rain, Partially cloudy",Saturday,TRUE,1
23-03-2025,30.9,20.1,25.1,25.8,73.1,4.2,100,25.9,18.1,104,62.5,5.4,"Rain, Partially cloudy",Sunday,TRUE,1
24-03-2025,31.9,22,26.5,26.7,64.1,0.1,100,27.7,22.3,94.9,53.7,6.4,"Rain, Partially cloudy",Monday,FALSE,1
25-03-2025,32.9,21,26.7,26.6,60.3,0,0,23.8,18.4,106.4,36.5,6.1,Partially cloudy,Tuesday,FALSE,0
26-03-2025,33,21,27.1,26.9,53.5,0,0,21.2,14.8,100.6,32.1,6.7,Partially cloudy,Wednesday,FALSE,0
27-03-2025,33.8,20.9,27.3,27.3,54.1,0,0,22.7,14.8,194,28.6,6.7,Partially cloudy,Thursday,FALSE,0
28-03-2025,33.1,21.9,27.9,27.9,52.6,0,0,23,16.4,106.7,31.5,6.5,Partially cloudy,Friday,FALSE,0
29-03-2025,34,20.9,28,27.3,42,0,0,25.6,18.4,102.4,5,6.3,Clear,Saturday,TRUE,0
30-03-2025,34,19.9,27.3,26.5,34.7,0,0,29.2,14.9,115.6,5.5,6.7,Clear,Sunday,TRUE,0
31-03-2025,33,19,27,26.4,41,0,0,34.2,20.3,91.9,20.4,6.8,Partially cloudy,Monday,FALSE,0
01-04-2025,31.8,19.9,25.7,25.7,60.7,0,0,29.9,20.4,108.2,37.4,6,Partially cloudy,Tuesday,FALSE,0
02-04-2025,31.8,20.9,26.1,26.4,64.4,0,0,29.9,16.5,127.9,38.5,5.9,Partially cloudy,Wednesday,FALSE,0
03-04-2025,28,19.3,23.7,23.9,81.3,4,100,26.3,23.5,137.4,62.3,5.5,"Rain, Partially cloudy",Thursday,FALSE,1
04-04-2025,32,21.9,25.7,26,71.1,2.4,100,27.7,22.1,56.3,62.2,6.4,"Rain, Partially cloudy",Friday,FALSE,1
05-04-2025,32.4,21,26.7,27.1,64.1,2.2,100,26.3,17.9,113,48.9,6.8,"Rain, Partially cloudy",Saturday,TRUE,1
06-04-2025,32.9,22.7,27.3,27.7,62.2,0.2,100,27.4,18.5,73.6,54.5,6.6,"Rain, Partially cloudy",Sunday,TRUE,1
07-04-2025,34,22,27.7,27.5,59.1,0.1,100,31,25.8,93.7,32.7,6.2,"Rain, Partially cloudy",Monday,FALSE,1
08-04-2025,34,21.9,27.8,27.7,57.2,0,0,29.5,20.4,89.6,27.1,6.7,Partially cloudy,Tuesday,FALSE,0
09-04-2025,33.9,21,27.4,27.2,54.6,0,0,27,18,77.8,31.2,6.8,Partially cloudy,Wednesday,FALSE,0
10-04-2025,32.3,22,27.2,28,63.9,0.1,100,28.4,24.1,245.9,44.4,6.7,"Rain, Partially cloudy",Thursday,FALSE,1
11-04-2025,31.9,22.1,26.4,27,63.8,1,100,31.3,24,253.9,44.9,6.3,"Rain, Partially cloudy",Friday,FALSE,1
12-04-2025,32.9,20,25.6,26.1,67.7,4,100,27.4,21.7,251.2,46,6.6,"Rain, Partially cloudy",Saturday,TRUE,1
13-04-2025,33,21,26,25.9,59.6,0.3,100,29.5,25.1,90.6,61.3,6.7,"Rain, Partially cloudy",Sunday,TRUE,1
14-04-2025,32.6,20.1,25.7,26,65.6,6,100,27.4,13,103.7,45.5,6.2,"Rain, Partially cloudy",Monday,FALSE,1
15-04-2025,33.9,22,27.1,27.3,57.3,0.8,100,51.8,13.4,183.5,50,6.5,"Rain, Partially cloudy",Tuesday,FALSE,1
16-04-2025,32.9,20.7,24.9,25.4,74.5,12.2,100,25.9,25.9,184.2,54.7,6,"Rain, Partially cloudy",Wednesday,FALSE,1
17-04-2025,32.9,20.7,26.3,27.2,68.9,0.8,100,25.2,12.7,221.5,43.4,6.8,"Rain, Partially cloudy",Thursday,FALSE,1
18-04-2025,31.8,23,26.3,27.3,73.6,0.6,100,26.3,25.9,194.3,67.1,6.3,"Rain, Partially cloudy",Friday,FALSE,1
19-04-2025,32.8,22,26.5,27.5,69.9,0.1,100,23,21.6,260.1,52.6,6.4,"Rain, Partially cloudy",Saturday,TRUE,1
20-04-2025,33,22.9,26.1,27,75,1,100,37.1,22,243.2,45.9,6.5,"Rain, Partially cloudy",Sunday,TRUE,1
21-04-2025,33,20.9,27.1,27.8,62.5,0,0,26.3,15.1,98.6,34.7,6.6,Partially cloudy,Monday,FALSE,0
22-04-2025,34,21,27.6,27.8,57.6,0,0,25.2,18.5,113.3,14.4,6.4,Clear,Tuesday,FALSE,0
23-04-2025,34.9,22.9,28.8,29.1,55.7,0,0,20.5,18.2,136.4,26.7,7.1,Partially cloudy,Wednesday,FALSE,0
24-04-2025,35.1,23,28.7,29.2,59.3,0,0,21.6,18,188.2,29.6,6.7,Partially cloudy,Thursday,FALSE,0
25-04-2025,34,24,28.6,29.2,58.8,0,0,23.4,12.5,172,35.3,6.3,Partially cloudy,Friday,FALSE,0
26-04-2025,32.9,23.9,28.1,29.1,61.2,0,0,29.5,14.6,135.3,38.1,6.7,Partially cloudy,Saturday,TRUE,0
27-04-2025,33,22.9,28,28.7,61.4,0,0,20.5,18.2,130.9,45.5,6.8,Partially cloudy,Sunday,TRUE,0
28-04-2025,33.3,22.9,27.6,28.6,63.6,0,0,31,16.3,118,49.6,6.7,Partially cloudy,Monday,FALSE,0
29-04-2025,33.9,23.9,28.4,29.3,60.5,0.1,100,22.3,18.2,138,43.8,6.6,"Rain, Partially cloudy",Tuesday,FALSE,1
30-04-2025,33.1,23,27.2,28,64.2,4,100,23.4,14.6,213.5,51.3,6.5,"Rain, Partially cloudy",Wednesday,FALSE,1
01-05-2025,33,21.1,26.4,26.9,65.9,21,100,23.4,20.1,221.3,51,7,"Rain, Partially cloudy",Thursday,FALSE,1
02-05-2025,33,20.1,25.1,26.2,76.2,6,100,25.9,22.6,240.9,59.7,6.2,"Rain, Partially cloudy",Friday,FALSE,1
03-05-2025,32,20.4,26.2,27,66.7,7.3,100,26.6,14.9,258.6,39.8,6.8,"Rain, Partially cloudy",Saturday,TRUE,1
04-05-2025,33,21.9,27.1,28,66.1,0.2,100,31,18.2,267.4,39.9,6.8,"Rain, Partially cloudy",Sunday,TRUE,1
05-05-2025,32.2,22,27.2,28.4,65.7,0,0,22,14.4,203,40.2,6.7,Partially cloudy,Monday,FALSE,0
06-05-2025,33.9,22,27.8,27.9,56.1,0,0,26.3,22.1,268.3,38,6.9,Partially cloudy,Tuesday,FALSE,0
07-05-2025,32.9,23.9,27.6,28.1,62.1,0,0,28.8,16.6,253,49.7,6.6,Partially cloudy,Wednesday,FALSE,0
08-05-2025,32,22,27,27.4,61.6,0,0,27,22.1,239.6,46.6,7,Partially cloudy,Thursday,FALSE,0
09-05-2025,32,22,27,27.3,58.1,0,0,21.2,16.6,280.2,41.1,6.9,Partially cloudy,Friday,FALSE,0
10-05-2025,32.1,22.9,26.8,27.2,63.2,0.1,100,20.9,18.4,251,55,6.7,"Rain, Partially cloudy",Saturday,TRUE,1
11-05-2025,33,23,26.6,27.3,65.6,0.1,100,20.9,18.4,264.3,52.5,6.4,"Rain, Partially cloudy",Sunday,TRUE,1
12-05-2025,33,21,27.1,27.8,66.5,0.3,100,28.1,20.4,249.1,47.8,7.1,"Rain, Partially cloudy",Monday,FALSE,1
13-05-2025,31.6,21,24.4,24.9,81.1,40.7,100,30.6,21.6,259.9,61.7,6.1,"Rain, Partially cloudy",Tuesday,FALSE,1
14-05-2025,31.9,20.3,25.5,26.6,74.9,8.7,100,31.7,27,275.3,49.4,6.9,"Rain, Partially cloudy",Wednesday,FALSE,1
15-05-2025,31,19,25.1,26.2,76.5,17,100,21.2,20.6,276.3,68.2,6.8,"Rain, Partially cloudy",Thursday,FALSE,1
16-05-2025,30,21,25.1,26,77.7,1,100,23.4,14.8,269.6,60.3,6.7,"Rain, Partially cloudy",Friday,FALSE,1
17-05-2025,29.9,21,24.3,25.3,84.6,45,100,32.4,18.2,270.5,73.3,5.9,"Rain, Partially cloudy",Saturday,TRUE,1
18-05-2025,29.9,21,24.7,25.5,82.2,10,100,35.3,15.1,283.5,72.1,6.5,"Rain, Partially cloudy",Sunday,TRUE,1
19-05-2025,28,21,23.3,23.5,88.1,118,100,24.1,18.7,273.4,90.5,5.5,"Rain, Overcast",Monday,FALSE,1
20-05-2025,26,21.1,23,23,89.3,26,100,37.4,15.3,254.6,85.1,6,"Rain, Partially cloudy",Tuesday,FALSE,1
21-05-2025,27,21,23.3,23.4,82,1.8,100,49.7,22.6,252.1,71.6,6.3,"Rain, Partially cloudy",Wednesday,FALSE,1
22-05-2025,29,21,24.4,24.7,75.5,0.2,100,41.8,24.2,246.1,66.3,6.4,"Rain, Partially cloudy",Thursday,FALSE,1
23-05-2025,28,21,24,24.3,81.6,1,100,50,29.4,235,54.3,6.5,"Rain, Partially cloudy",Friday,FALSE,1
24-05-2025,26,22,23.7,23.7,80.9,0.4,100,64.4,33.5,231.4,87.3,7.1,"Rain, Partially cloudy",Saturday,TRUE,1
25-05-2025,27,21,23.2,23.4,83.8,0.8,100,61.2,44.6,237.9,81.3,7.5,"Rain, Partially cloudy",Sunday,TRUE,1
26-05-2025,27,21,22.8,22.9,85.5,5,100,70.2,33.3,245.3,82.4,6,"Rain, Partially cloudy",Monday,FALSE,1
27-05-2025,28,20,23.6,24,83.8,3.3,100,66.2,31.7,253.3,73.4,6.7,"Rain, Partially cloudy",Tuesday,FALSE,1
28-05-2025,28,21,23.3,23.6,84,2,100,62.6,35.4,257,76.6,6.6,"Rain, Partially cloudy",Wednesday,FALSE,1
29-05-2025,26,21,23.1,23.1,85.6,0.2,100,50,33.1,245.5,79.2,6.1,"Rain, Partially cloudy",Thursday,FALSE,1
30-05-2025,26.9,21,23.2,23.3,87.5,3,100,43.2,26,245.6,83.7,5.8,"Rain, Partially cloudy",Friday,FALSE,1
31-05-2025,29,21,24.4,25,80.5,0,0,49.3,26,251.5,67.2,6.6,Partially cloudy,Saturday,TRUE,0
01-06-2025,30,21,25,25.7,76.7,0,0,42.8,26,254.1,42.3,7.2,Partially cloudy,Sunday,TRUE,0
02-06-2025,29.9,21,24.3,24.9,77.8,0.2,100,45.4,29.5,245.6,53.2,6.7,"Rain, Partially cloudy",Monday,FALSE,1
03-06-2025,28,21,24.1,24.5,80.7,3.8,100,49,26.1,244.4,50.6,6.7,"Rain, Partially cloudy",Tuesday,FALSE,1
04-06-2025,30.3,21,25.2,25.7,71.8,0.8,100,35.6,22.3,264.5,50.2,7,"Rain, Partially cloudy",Wednesday,FALSE,1
05-06-2025,31,20,25.5,25.9,70.6,0,0,33.5,22.3,273.9,45,7.1,Partially cloudy,Thursday,FALSE,0
06-06-2025,30.9,22.9,26.5,27.1,65.8,0,0,27,16.4,263.7,44.1,6.9,Partially cloudy,Friday,FALSE,0
07-06-2025,31,22,26.2,27,68.8,0,0,31.7,20.4,255.2,43.7,7,Partially cloudy,Saturday,TRUE,0
08-06-2025,31,22,26.3,27.1,69.6,0.4,100,35.6,18.4,266.2,43.4,6.9,"Rain, Partially cloudy",Sunday,TRUE,1
09-06-2025,29.6,22,24.4,24.7,81.8,3.6,100,45.4,18.8,263.7,68.9,6.4,"Rain, Partially cloudy",Monday,FALSE,1
10-06-2025,30.9,21.3,25.2,25.9,77.6,31,100,33.1,26,271.3,49.3,7.2,"Rain, Partially cloudy",Tuesday,FALSE,1
11-06-2025,28.9,21,23.7,24.2,85.8,5,100,33.1,22.3,263.6,86.5,5.9,"Rain, Partially cloudy",Wednesday,FALSE,1
12-06-2025,27.9,21,23.9,24.2,82.6,3.3,100,35.3,24.4,243.9,74,6.7,"Rain, Partially cloudy",Thursday,FALSE,1
13-06-2025,26.9,21,23.6,23.8,84.8,0.1,100,41,18.6,236.7,76.3,7.2,"Rain, Partially cloudy",Friday,FALSE,1
14-06-2025,26.9,20,23,23.1,85.7,1,100,53.6,31.3,235.3,80.6,6.3,"Rain, Partially cloudy",Saturday,TRUE,1
15-06-2025,27.9,20,22.6,22.8,84.3,0.1,100,60.8,35.4,238.8,74.7,6.1,"Rain, Partially cloudy",Sunday,TRUE,1
16-06-2025,27,20,22.9,23,81.2,9,100,59,33.6,243.9,80.8,6.8,"Rain, Partially cloudy",Monday,FALSE,1
17-06-2025,26.1,21,23.1,23.1,85.1,1,100,52.2,29.4,245.2,68.7,6.5,"Rain, Partially cloudy",Tuesday,FALSE,1
18-06-2025,28,20.9,23.4,23.7,83,2,100,50.4,24.1,241.2,70.1,6.4,"Rain, Partially cloudy",Wednesday,FALSE,1
19-06-2025,28.1,20.9,24.2,24.6,77.3,0,0,47.9,28,248.8,52.8,6.8,Partially cloudy,Thursday,FALSE,0
20-06-2025,30,21,24.9,25.6,76.7,0.1,100,42.1,27.8,248.3,50,6.9,"Rain, Partially cloudy",Friday,FALSE,1
21-06-2025,29.9,21,24.7,25.1,76.5,0.1,100,39.6,29.7,252.4,55.4,6.7,"Rain, Partially cloudy",Saturday,TRUE,1
22-06-2025,28,21,23.5,23.8,82.1,7,100,43.9,27.6,248.8,59.5,6.4,"Rain, Partially cloudy",Sunday,TRUE,1
23-06-2025,27.9,20,23.5,23.8,77.4,1.2,100,49.7,33.6,246,72.6,6.4,"Rain, Partially cloudy",Monday,FALSE,1
24-06-2025,27.9,21,23.6,23.8,80.6,1.6,100,59.4,33.6,245.1,62,6.7,"Rain, Partially cloudy",Tuesday,FALSE,1
25-06-2025,27.1,21,23.5,23.7,83.1,1.5,100,52.6,29.7,243.3,76.3,6.4,"Rain, Partially cloudy",Wednesday,FALSE,1
26-06-2025,27.9,21,23.9,24.3,81.6,6.3,100,53.3,26.3,237.8,84.9,6.4,"Rain, Partially cloudy",Thursday,FALSE,1
27-06-2025,29.9,21,24,24.6,79.9,0.6,100,47.9,28,240.6,74,6.5,"Rain, Partially cloudy",Friday,FALSE,1
28-06-2025,29,21,24.2,24.6,80.2,1.4,100,46.1,22.6,243.3,79.2,6.4,"Rain, Partially cloudy",Saturday,TRUE,1
29-06-2025,29.9,21,24.6,25,75,0,0,49,31.7,251.6,66.4,6.6,Partially cloudy,Sunday,TRUE,0
30-06-2025,29,20,24.3,24.8,75.3,0,0,44.6,35.2,255.1,58.3,6.7,Partially cloudy,Monday,FALSE,0
01-07-2025,26.1,21,23.3,23.3,81,0.8,100,42.5,27.6,252.5,69.1,6,"Rain, Partially cloudy",Tuesday,FALSE,1
02-07-2025,27.9,21,23.4,23.7,83.6,0.4,100,50.4,26.2,248,78.6,6.4,"Rain, Partially cloudy",Wednesday,FALSE,1
03-07-2025,27,20.7,23,23.1,83.7,4.5,100,46.4,27.6,249,81,6.1,"Rain, Partially cloudy",Thursday,FALSE,1
04-07-2025,28,21,23.9,24.3,78.5,0.4,100,51.8,27.9,246.3,67.5,6.4,"Rain, Partially cloudy",Friday,FALSE,1
05-07-2025,27,19.9,23.2,23.3,82.6,0.6,100,49.7,33.6,248.1,74.2,6.7,"Rain, Partially cloudy",Saturday,TRUE,1
06-07-2025,27,20,23.2,23.3,83.4,0.7,100,54,289.9,247.2,73.9,6.1,"Rain, Partially cloudy",Sunday,TRUE,1
07-07-2025,28,20.7,23.7,24.1,78.8,0.8,100,57.6,36.9,250.2,64,6.5,"Rain, Partially cloudy",Monday,FALSE,1
08-07-2025,29,20.9,24.3,24.8,77.1,1.8,100,50,29.2,246.4,65.7,6.6,"Rain, Partially cloudy",Tuesday,FALSE,1
09-07-2025,30,20,24.6,25.2,76.4,0.2,100,47.9,27.8,251.7,60,6.7,"Rain, Partially cloudy",Wednesday,FALSE,1
10-07-2025,29.9,20,24,24.6,81.7,0.1,100,38.2,24,254.5,70.5,6.5,"Rain, Partially cloudy",Thursday,FALSE,1
11-07-2025,29.1,21,23.3,23.7,85.2,7,100,31.3,29.5,253.9,61.4,6.7,"Rain, Partially cloudy",Friday,FALSE,1
12-07-2025,28,21,23.4,23.6,83.4,1,100,34.2,22.6,261.5,70.5,6.3,"Rain, Partially cloudy",Saturday,TRUE,1
13-07-2025,28,21,23.7,24.2,83.1,33,100,36.7,22.3,251.6,77.9,6.9,"Rain, Partially cloudy",Sunday,TRUE,1
14-07-2025,29.1,20,23.6,23.8,80.7,0.1,100,39.2,33.5,246.6,63.4,6.9,"Rain, Partially cloudy",Monday,FALSE,1
15-07-2025,28,20,23.6,23.9,80.1,2.3,100,46.1,27.7,251.3,66.7,7.6,"Rain, Partially cloudy",Tuesday,FALSE,1
16-07-2025,29.9,20.9,23.6,24,82.9,10.7,100,32.8,22.2,254.6,64.7,5.7,"Rain, Partially cloudy",Wednesday,FALSE,1
17-07-2025,28.9,21,23.7,24.2,84.1,13.6,100,30.6,22.5,250.9,82.9,5.7,"Rain, Partially cloudy",Thursday,FALSE,1
18-07-2025,27.9,20,23,23.2,84,17.8,100,27.7,27.7,264.9,76.6,6.4,"Rain, Partially cloudy",Friday,FALSE,1
19-07-2025,25.9,20,22,22,85.7,9.5,100,40.7,20.6,269,67.4,7.3,"Rain, Partially cloudy",Saturday,TRUE,1
20-07-2025,27,20,22.4,22.6,87.2,1.3,100,40.7,24.1,252.5,80,6,"Rain, Partially cloudy",Sunday,TRUE,1
21-07-2025,25.9,20,21.9,21.9,88.9,1.5,100,43.6,24.3,252.1,78.9,5.7,"Rain, Partially cloudy",Monday,FALSE,1
22-07-2025,26,20,21.8,21.8,85.5,1.9,100,54,32.8,256.5,90.4,13.8,"Rain, Overcast",Tuesday,FALSE,1
